Symbol,Prob (AI),Score (Kimi),Price,RSI,Turnover (M),sma50,r_s,r_m,r_l,Verdict,Status
RITES,0.465,48.67,226.15,59.7,143.7,228.42301147460938,1.0975393971623726,0.3589868357499304,-1.4069482283843637,PENDING,PENDING
RADICO,0.493,43.43,2814.9,49.1,1491.4,3042.629990234375,2.22988568526421,2.479243203183956,-4.443619536785892,PENDING,PENDING
RVNL,0.483,44.73,316.55,50.3,2945.0,329.67164123535156,-1.0766287979105837,-7.286420303062913,-4.253274660940221,PENDING,PENDING
RAILTEL,0.468,43.21,339.4,55.5,590.5,343.3709991455078,1.373956472889759,-2.176111268167835,-1.2079738157304898,PENDING,PENDING
RAINBOW,0.517,52.56,1220.0,53.0,229.1,1273.2580004882811,8.676289553919236,2.6763213377312356,-4.148338058027134,PENDING,PENDING
RKFORGE,0.418,63.0,575.7,77.4,209.6,519.0050030517579,2.6386142180024663,12.309800941556027,14.146922819481711,PENDING,PENDING
RCF,0.431,36.23,135.88,65.1,141.2,138.3048011779785,-0.3958314714709754,0.5178371393392389,-0.5998479032447657,PENDING,PENDING
REDINGTON,0.504,47.31,269.05,52.7,444.8,271.58799835205076,-4.92933293534673,3.4608730715131264,-0.03715627188685122,PENDING,PENDING
RELIANCE,0.459,39.24,1468.7,69.2,18718.3,1493.8140014648438,0.8168521378978832,5.155008413910922,-0.9776159976639387,PENDING,PENDING
RELINFRA,0.524,28.64,114.81,26.4,127.0,147.3717988586426,-13.45545425204444,-14.34646127330752,-22.692073392199173,PENDING,PENDING
RPOWER,0.529,44.57,27.86,43.0,1524.7,33.07639999389649,-3.731858686163725,-5.238091932518552,-16.61179066868641,PENDING,PENDING
SBFC,0.525,47.18,97.36,46.1,400.4,101.01579956054688,8.021750335357325,9.577942917702064,-2.10155495427351,PENDING,PENDING
SBICARD,0.475,49.38,768.85,44.4,1067.4,832.7069995117188,2.554350149005735,-1.731856902518969,-10.15483779305434,PENDING,PENDING
SBILIFE,0.462,44.66,2026.3,45.0,2412.0,2032.592001953125,-0.7542686345714422,-1.310145284603026,-3.417538187410629,PENDING,PENDING
SJVN,0.432,28.11,77.38,64.1,436.0,74.91459976196289,4.5958282538597794,4.257607088038395,-3.9115876985319487,PENDING,PENDING
SRF,0.431,23.21,2949.1,76.4,1314.2,2953.2054345703127,0.9758268522578994,4.689389338170047,-3.0024985891434874,PENDING,PENDING
SAGILITY,0.523,48.51,50.07,44.2,1639.4,50.79880004882813,4.073995135329378,-3.152806661627139,-1.0474284491686858,PENDING,PENDING
SAILIFE,0.448,74.56,948.7,68.4,608.6,883.7699975585938,17.12345829716435,11.927800794378784,6.20172676268993,PENDING,PENDING
SAMMAANCAP,0.428,44.12,148.35,65.4,1447.8,144.900400390625,-1.2514076266320617,4.597055762734503,3.79207563525803,PENDING,PENDING
MOTHERSON,0.433,45.67,130.17,77.4,2257.7,117.75360000610351,6.157229859117508,16.817731142821412,13.201148436544695,PENDING,PENDING
SAPPHIRE,0.457,50.31,223.94,62.1,187.8,225.49300048828124,10.434956006257634,17.956278768462663,0.8511593621585822,PENDING,PENDING
SARDAEN,0.485,44.24,502.6,68.7,189.0,498.81999938964844,-3.5964266539667666,4.209002451656874,1.9886401285106992,PENDING,PENDING
SAREGAMA,0.459,37.02,365.4,70.4,134.4,352.11699829101565,11.82861328125,9.630965280279202,-0.3137345341105213,PENDING,PENDING
SCHAEFFLER,0.501,43.44,3814.4,65.9,187.4,3797.8080029296875,-0.7597095059474479,4.779694667280254,1.2072488306655416,PENDING,PENDING
SCHNEIDER,0.429,65.32,794.85,84.4,423.7,700.9380017089844,5.5367390055277355,13.924317282379306,24.04993766460204,PENDING,PENDING
SCI,0.446,75.19,267.04,81.3,1963.9,222.78399932861328,18.143613673894897,21.23854317840457,23.807318615736595,PENDING,PENDING
SHREECEM,0.48,48.37,26805.0,42.0,842.1,26764.3,-1.9926873857403993,-2.4563318777292564,-1.325234676974052,PENDING,PENDING
SHRIRAMFIN,0.473,71.68,1056.8,64.4,6683.2,955.0769995117188,5.806974543854171,3.729884323759758,8.634874803579162,PENDING,PENDING
SHYAMMETL,0.477,63.14,905.15,73.4,168.7,825.4990014648438,5.6307618888204125,8.245636354996865,12.357255690793579,PENDING,PENDING
ENRIN,0.416,37.2,2666.0,72.6,1376.3,2636.45423828125,2.3573638962465226,13.29732421692622,11.08679123516012,PENDING,PENDING
SIEMENS,0.495,43.33,3151.6,68.0,1041.0,3105.176005859375,-4.221240004368632,5.7300069119119,3.5416271469483895,PENDING,PENDING
SIGNATURE,0.481,49.05,983.55,66.1,663.4,1024.2950024414063,11.48832171656704,19.945120462557163,-2.3868587113634376,PENDING,PENDING
SOBHA,0.416,41.84,1549.0,76.4,223.7,1479.8719970703125,3.2942134714799787,9.38493232860007,-0.5265830611993039,PENDING,PENDING
SOLARINDS,0.437,56.16,13445.0,59.6,2148.9,12790.44,-0.9357500736811075,-3.3845932739292928,1.9255553028580064,PENDING,PENDING
SONACOMS,0.497,64.42,538.0,79.7,1395.9,484.30658447265625,0.9665055175050785,9.238612524851696,18.14555831218947,PENDING,PENDING
SONATSOFTW,0.456,45.02,314.95,53.3,178.5,340.62500061035155,-0.20595496955446713,0.9455167330228331,-9.575072281013375,PENDING,PENDING
STARHEALTH,0.448,49.37,480.4,74.5,320.6,455.73800048828133,2.256280625572682,9.045512928771803,8.064336314909815,PENDING,PENDING
SBIN,0.47,54.35,1182.9,75.1,13931.3,1013.5159985351562,10.737696918667261,11.227082690555946,16.52465113191759,PENDING,PENDING
SAIL,0.43,69.15,162.12,68.6,4030.2,143.63879959106444,3.0707623098872094,4.096564401561853,8.644949598549267,PENDING,PENDING
SUMICHEM,0.504,39.39,425.75,53.9,189.9,442.6440020751953,-0.711284486892616,6.013444603947415,-2.807895933279203,PENDING,PENDING
SUNPHARMA,0.425,25.76,1711.1,74.0,5253.4,1711.865107421875,1.0452315410825364,6.930026527052413,-0.7940675163340516,PENDING,PENDING
SUNTV,0.5,80.82,610.65,69.1,217.1,557.7475744628906,12.929376205355148,13.472761757773078,9.824475397126054,PENDING,PENDING
SUNDARMFIN,0.449,53.24,5362.0,67.1,459.1,5078.271181640625,-0.5515527590316482,2.60749217412235,2.275779370915121,PENDING,PENDING
SUNDRMFAST,0.488,50.79,945.55,53.1,72.0,935.1590002441407,-0.5103152879319173,3.8951778000222204,1.6337950885050745,PENDING,PENDING
SUPREMEIND,0.417,53.1,3849.4,83.3,1127.5,3457.5599951171876,2.897618346531683,9.578980595931363,10.02372184143454,PENDING,PENDING
SUZLON,0.503,49.21,47.38,57.7,2869.5,50.40499969482422,-4.80208834170428,-0.8786572712320861,-3.699186314231029,PENDING,PENDING
SWANCORP,0.463,40.23,424.45,64.3,441.3,441.84100158691405,-0.15290376079788448,-0.15290376079788448,0.21249544091650474,PENDING,PENDING
SWIGGY,0.489,49.2,342.3,53.1,4698.6,364.83799865722654,6.602298750071878,5.811433629974894,-2.0881058876141334,PENDING,PENDING
SYNGENE,0.484,20.48,455.1,11.2,735.2,596.6409991455079,-3.7029199691053116,-5.2467171205333285,-28.195011854090723,PENDING,PENDING
SYRMA,0.483,74.42,890.4,96.1,1451.3,743.7560021972656,4.728300591607404,23.1705622275729,27.036666200492434,PENDING,PENDING
TBOTEK,0.468,47.67,1538.2,60.9,125.0,1576.1140014648438,5.914748981318518,8.461430272990956,2.396485233002177,PENDING,PENDING
TVSMOTOR,0.446,41.73,3865.1,71.5,3013.9,3689.685986328125,3.694269434999864,3.6664574319553944,2.937574501804696,PENDING,PENDING
TATACHEM,0.467,47.55,709.6,55.0,314.9,747.7810021972656,-1.0941579883656738,-2.433660457047837,-5.449703452906396,PENDING,PENDING
TATACOMM,0.467,45.43,1703.3,62.0,666.7,1728.9359985351562,9.03214070326943,11.37047349536211,-1.9570597504405929,PENDING,PENDING
TCS,0.485,41.68,2909.8,34.0,10785.9,3147.7874951171875,-2.9775614657847393,-9.071592761762059,-8.547448276560587,PENDING,PENDING
TATACONSUM,0.453,43.74,1152.6,47.8,1789.8,1167.28,-0.034694224983733424,1.8377739760083056,-3.329704907854991,PENDING,PENDING
TATAELXSI,0.488,44.44,5250.5,45.5,1527.7,5333.06,-4.7096188747731365,-2.606195511036913,-7.780802669711074,PENDING,PENDING
TATAINVEST,0.466,40.84,659.2,61.2,292.7,676.65,3.4607214860026714,5.64949103459651,-1.1249437322150557,PENDING,PENDING
TATAPOWER,0.484,48.06,375.65,68.3,1285.3,372.62300170898436,1.1034870779756734,5.802001636887133,1.362651837506501,PENDING,PENDING
TATASTEEL,0.477,63.83,207.59,70.7,7040.2,181.31760009765625,6.238486602954585,7.087949343183375,13.288577884066344,PENDING,PENDING
TATATECH,0.486,42.84,627.95,43.1,709.0,652.4630017089844,-3.4442937218110647,-4.949672443595721,-3.7993087388692115,PENDING,PENDING
TTML,0.456,44.73,45.44,59.0,168.2,47.466800155639646,1.0676146619453375,3.815394451633125,-1.4316699983897174,PENDING,PENDING
TECHM,0.477,46.3,1634.4,40.2,4210.0,1626.82,-0.662494626547061,-7.289125771196792,3.0452083457275014,PENDING,PENDING
TECHNOE,0.406,53.44,1114.1,81.8,169.0,1044.9090100097656,4.930536904726868,18.20689396137267,11.409997558593755,PENDING,PENDING
TEJASNET,0.476,41.82,339.05,53.4,1294.1,409.3199987792969,-2.8649191662287854,0.0,-10.209220785864803,PENDING,PENDING
NIACL,0.471,39.55,156.81,71.2,71.1,153.84919982910156,5.086447041817599,6.182289636793681,4.672585350828906,PENDING,PENDING
RAMCOCEM,0.487,65.41,1151.4,63.2,345.2,1073.1960107421876,-0.22530117729094856,7.93025606615505,5.266042513679614,PENDING,PENDING
THERMAX,0.481,42.21,2931.6,50.2,297.9,2926.357998046875,-0.620353411753416,2.1321139003150247,-3.03631036755464,PENDING,PENDING
TIMKEN,0.457,59.7,3193.6,59.7,155.1,3061.8060107421875,-1.6990873658656258,6.991865795855601,8.419337037547226,PENDING,PENDING
TITAGARH,0.488,46.44,795.3,55.8,510.3,809.9699938964844,0.13219865193185854,-2.5785494484592886,-0.3445899432446886,PENDING,PENDING
TITAN,0.435,35.82,4249.1,63.3,4342.4,4027.266005859375,2.536199267766648,6.890223129622197,0.41355514689804806,PENDING,PENDING
TORNTPHARM,0.461,55.81,4056.7,55.8,1118.1,3901.17,0.8251510170715903,2.4755601891724544,2.7064636442917234,PENDING,PENDING
TORNTPOWER,0.461,42.09,1428.6,64.0,823.4,1331.2279907226562,1.4991101659635797,7.17982965106061,5.73606701209437,PENDING,PENDING
TARIL,0.452,54.92,286.78,67.8,1497.8,269.4287991333008,12.084733094342969,18.528622606531677,4.5497672408748135,PENDING,PENDING
TRENT,0.426,42.18,4218.9,76.1,4061.7,4057.4059814453126,5.141299896991969,9.184780081359989,4.006015282322362,PENDING,PENDING
TRIDENT,0.466,42.57,26.92,60.6,318.0,26.779400100708006,-8.028699503646253,2.4743037959794822,5.692975272987888,PENDING,PENDING
TRIVENI,0.431,57.91,392.5,76.4,91.5,362.89437072753907,4.558491853277125,9.909627825796852,13.518925705150743,PENDING,PENDING
TRITURBINE,0.52,43.32,487.4,55.7,368.6,515.4865161132813,-3.822587613148065,2.0194078755105815,-4.80437094240026,PENDING,PENDING
TIINDIA,0.501,45.89,2450.2,58.3,1662.1,2498.150927734375,-7.019211669678316,7.522926520818163,1.809075679627048,PENDING,PENDING
UCOBANK,0.476,48.12,29.01,53.1,200.8,29.08640007019043,0.9394588027624495,-0.37774933784807674,0.3459023936268846,PENDING,PENDING
UNOMINDA,0.454,49.59,1245.8,65.6,1126.0,1231.2155737304688,3.47869968558705,8.54182413887099,3.034000553655636,PENDING,PENDING
UPL,0.439,22.41,749.0,72.1,2500.8,755.9050012207031,-1.2785042903603272,4.7405992968025945,-3.2112135904794448,PENDING,PENDING
UTIAMC,0.457,52.52,1099.75,61.8,105.1,1089.4839916992187,3.4717999023069934,10.884252221786173,3.5936346355891713,PENDING,PENDING
ULTRACEMCO,0.417,44.07,12969.0,74.1,3603.5,12071.92,1.2728408558488225,1.5822041199968773,7.199537113572485,PENDING,PENDING
UNIONBANK,0.434,65.47,180.33,60.5,3641.2,163.85699920654298,2.3962303140524055,-0.8794541357333596,9.970732119472657,PENDING,PENDING
UBL,0.447,35.67,1627.4,79.5,233.1,1569.4859985351563,7.426232634956431,14.003504337237294,7.263384971576725,PENDING,PENDING
UNITDSPR,0.433,35.27,1412.9,76.2,1222.3,1384.2117504882813,4.035052633329306,6.497329947592667,6.6332371333700735,PENDING,PENDING
USHAMART,0.478,48.79,421.15,53.0,156.5,434.14099975585947,-0.08303822147464057,1.4330398638057407,-3.6380263907057397,PENDING,PENDING
VGUARD,0.439,50.97,341.7,69.2,115.5,328.1890014648437,-0.2190100666565553,7.622051088828741,8.579599285886763,PENDING,PENDING
DBREALTY,0.45,73.23,129.12,71.9,409.2,115.21139953613282,1.1040607961967153,26.675164064167145,16.76613581039583,PENDING,PENDING
VTL,0.43,69.77,478.8,67.4,431.6,439.3740002441407,-2.6037465727475007,15.946234081456767,13.702203954675142,PENDING,PENDING
VBL,0.475,34.65,456.9,38.1,3106.2,478.595,2.697235370785833,-2.4551665563303793,-7.47265994505354,PENDING,PENDING
MANYAVAR,0.464,44.61,489.8,51.8,66.4,546.6000024414062,1.5761043951766807,0.8960707542597257,-9.547555347558855,PENDING,PENDING
VEDL,0.486,71.68,701.15,54.1,14921.7,621.2490051269531,1.9409765713912952,-4.8772150810746595,11.763776472485965,PENDING,PENDING
VENTIVE,0.405,35.19,774.05,73.2,81.2,739.6919982910156,0.23957207416380744,3.9481585194387048,3.794835775121519,PENDING,PENDING
VIJAYA,0.478,50.66,1014.5,57.5,99.8,1003.105,3.5204081632653095,6.13034565218864,2.1445819101066244,PENDING,PENDING
VMM,0.492,49.19,125.48,55.4,1111.7,129.8986001586914,3.9688464815905933,4.688805871820323,-2.1522161712458687,PENDING,PENDING
IDEA,0.422,53.22,11.85,72.0,5685.4,11.096600093841552,4.405286195552138,19.095483503782273,5.333336724175353,PENDING,PENDING
VOLTAS,0.462,57.06,1506.5,79.8,1040.3,1391.2240014648437,6.1289186333215895,9.731223920908327,2.60863983802444,PENDING,PENDING
WAAREEENER,0.458,65.69,3177.6,91.5,5860.5,2854.7740185546877,2.318392508241396,15.565899941770645,23.310963486247527,PENDING,PENDING
WELCORP,0.394,63.5,838.85,69.4,562.2,788.457998046875,2.8380486738341038,12.130731581553844,13.151683174055462,PENDING,PENDING
WELSPUNLIV,0.523,66.43,140.22,66.1,806.5,131.44420074462892,-3.0692674747727855,10.863375631794137,15.44541600332412,PENDING,PENDING
WHIRLPOOL,0.47,53.28,915.9,79.0,410.1,873.2799963378907,15.156855790347535,16.69746485374968,10.622623456769631,PENDING,PENDING
WIPRO,0.458,44.19,229.81,44.7,3590.9,249.0431979370117,-1.5128134202013421,-3.1767467246802794,-10.397900689446093,PENDING,PENDING
WOCKPHARMA,0.466,52.76,1402.1,59.2,716.2,1393.0519921875,-0.45438582989438814,3.346357046364412,0.5954890563241833,PENDING,PENDING
YESBANK,0.448,43.79,21.32,44.2,2262.0,21.94940002441406,-1.0672832964225165,-0.7448782626717443,-7.1428547693520255,PENDING,PENDING
ZFCVINDIA,0.433,40.07,15950.0,79.2,215.5,14649.98,4.064722385333064,12.05564142194746,14.23046623218507,PENDING,PENDING
ZEEL,0.455,54.88,92.85,66.6,686.4,89.96999984741211,9.480015501677919,10.443676473377472,3.246967818343549,PENDING,PENDING
ZENTEC,0.465,46.12,1343.0,55.4,770.7,1344.1259887695312,-0.14869888475836923,-1.4528946374158913,6.031898459394758,PENDING,PENDING
ZENSARTECH,0.55,29.88,613.7,29.5,316.5,702.0623767089844,-5.8453476986009445,-10.513273766062891,-13.534895408024628,PENDING,PENDING
ZYDUSLIFE,0.467,48.25,898.3,56.5,671.2,906.972998046875,-0.7677450656759177,0.15608912262219388,0.36310821119767134,PENDING,PENDING
ECLERX,0.578,47.54,3891.9,41.9,626.7,4568.912001953125,-14.106953753750261,-12.001724501500933,-15.327212926811884,PENDING,PENDING
